CMP1,Entry,PLATE,ROW,COL,LATID,Supplier,CAT,Name,Conc_mM,IC50,Yeast_Active,Pubchem_CID,Notes
CMP1370,191,LAT003,G,5,LAT003G05,Microsource,330049,"2,4,5-Trichlorophenoxyacetic Acid, Isooctyl Ester",2.5,3,-,1481,Herbicide Auxin agonist    
CMP1481,192,LAT003,H,5,LAT003H05,Microsource,330065,Ethoprop,2.5,33,-,3289,"Insecticide, Nematocide    "
CMP714,193,LAT003,A,6,LAT003A06,Sigma,A 0430,ACC Hydrochloride,2.5,6.4,-,535,"Plant Growth Regulator (ACC) In animals, is an NMDA glutamate receptor agonist acting at the glycine site    "
CMP825,194,LAT003,B,6,LAT003B06,Sigma,A 1784,Aminopterin,2.5,0.022,-,2154,Dihydrofolate Reductase Inhibitor    
CMP936,195,LAT003,C,6,LAT003C06,Sigma,A 3595,Ac 915 Oxalate,2.5,16,-,5236783,Opioid receptor ligand    
CMP1047,196,LAT003,D,6,LAT003D06,Sigma,A 5585,5-(N-Methyl-N-Isobutyl)Amiloride,2.5,29,-,73314,Na+/H+ Antiport Inhibitor    
CMP1159,197,LAT003,E,6,LAT003E06,Sigma,A 6770,Methotrexate,2.5,0.024,-,4112,Folic acid antagonist    
CMP1270,198,LAT003,F,6,LAT003F06,Sigma,A 9561,"5-(N,N-Hexamethylene)Amiloride",2.5,19,-,1794,Na+/ H+ antiport inhibitor    
CMP1381,199,LAT003,G,6,LAT003G06,Sigma,A 9809,Amsacrine Hydrochloride,2.5,>100 ,-,2179,Dtopoisomerase II inhibitor >100    
CMP1492,200,LAT003,H,6,LAT003H06,Sigma,A 9898,(-)Amethopterin,2.5,0.11,-,4112,"Inactive isomer of amethopretin, a folic acid antagonist    "
CMP725,201,LAT003,A,7,LAT003A07,Sigma,A-230,Gamma-Acetylinic Gaba,2.5,>100 ,-,3452,GABA transaminase (GABA-T) inhibitor >100    
CMP836,202,LAT003,B,7,LAT003B07,Sigma,B 1552,Bromoenol Lactone,2.5,100,-,2445,"Calcium-independent phospholipase A2 inhibitor, magnesium-dependent phosphatidate phosphohydrolase inhibitor    "
CMP947,203,LAT003,C,7,LAT003C07,Sigma,B 2050,3-Bromo-7-Nitroindazole,2.5,31,-,1649,Nitric oxide synthase (NOS) inhibitor    
CMP1058,204,LAT003,D,7,LAT003D07,Sigma,B 5681,Bay 11-7085,2.5,23,+,2302,Inhibits cytokine induced IkB (Inhibitor of NFkB) phosphorylation    
CMP1170,205,LAT003,E,7,LAT003E07,Sigma,B 7651,Brefeldin A,2.5,3.7,-,6603744,Fungal metabolite that disrupts the structure and function of the Golgi apparatus    
CMP1281,206,LAT003,F,7,LAT003F07,Sigma,B 7777,Budesonide,2.5,9.3,-,2462,Anti-inflammatory glucocorticoid    
CMP1392,207,LAT003,G,7,LAT003G07,Sigma,B-112,(±)-Bay K 8644,2.5,26,-,82574,L-type Ca2+ channel agonist    
CMP1503,208,LAT003,H,7,LAT003H07,Sigma,C 1112,CP55940,2.5,60,-,104895,Cannabinoid receptor agonist    
CMP736,209,LAT003,A,8,LAT003A08,Sigma,C 2932,Chelerythrine Chloride,2.5,4.3,+,2703,"PKC inhibitor, affects translocation of PKC from cytosol to plasma membrane    "
CMP847,210,LAT003,B,8,LAT003B08,Sigma,C 5134,2-Chloroadenosine,2.5,17,-,8974,Kinetin Analog    
CMP958,211,LAT003,C,8,LAT003C08,Sigma,C 5913,4-Chloromercuribenzoic Acid,2.5,5.8,-,1730,Carboxy- and aminopeptidase inhibitor    
CMP1069,212,LAT003,D,8,LAT003D08,Sigma,C 6019,Clotrimazole,2.5,0.91,+,2812,Specific inhibitor of Ca2+-activated K+ channels    
CMP1181,213,LAT003,E,8,LAT003E08,Sigma,C 6645,Cytosine-1-Beta-D-Arabinofuranoside Hydrochloride,2.5,23,-,116482,Dsynthesis inhibitor    
CMP1292,214,LAT003,F,8,LAT003F08,Sigma,C 7632,Cantharidin,2.5,1.5,-,2545,Protein phosphatase 2A inhibitor    
CMP1403,215,LAT003,G,8,LAT003G08,Sigma,C 8031,N6-Cyclopentyladenosine,2.5,50,-,4402,Kinetin Analog    
CMP1514,216,LAT003,H,8,LAT003H08,Sigma,C 8088,Cantharidic Acid,2.5,0.7,-,2544,Protein phosphatase 1 (PP1) and 2A (PP2A) inhibitor    
CMP747,217,LAT003,A,9,LAT003A09,Sigma,C 8773,Centrophenoxine Hydrochloride,2.5,0.26,-,4039,"Nootropic, cholinergic drug    "
CMP858,218,LAT003,B,9,LAT003B09,Sigma,C 8863,"7-Cyclopentyl-5-(4-Phenoxy)Phenyl-7H-Pyrrolo[2,3-D]Pyrimidin-4-Ylamine",2.5,9.2,-,6603792,Potent and selective Ick (src family tyrosine kinase) inhibitor.    
CMP969,219,LAT003,C,9,LAT003C09,Sigma,C 9911,(S)-(+)-Camptothecin,2.5,0.46,-,2538,Dtopoisomerase I inhibitor    
CMP1080,220,LAT003,D,9,LAT003D09,Sigma,D 1542,"1,4-Dideoxy-1,4-Imino-D-Arabinitol",2.5,7.8,-,1335,Allosteric glycogen phosphorylase inhibitor    
CMP1192,221,LAT003,E,9,LAT003E09,Sigma,D 2926,Diphenyleneiodonium Chloride,2.5,0.65,-,3101,Endothelial nitric oxide synthase inhibitor    
CMP1303,222,LAT003,F,9,LAT003F09,Sigma,D 3768,Dequalinium Dichloride,2.5,69,+,2497,Selective blocker of apamin-sensitive K+ channels    
CMP1414,223,LAT003,G,9,LAT003G09,Sigma,D 5439,"2,3-Dimethoxy-1,4-Naphthoquinone",2.5,7.3,-,3136,Redox cycling agent used to study role of ROS (reactive oxygen species)    
CMP1525,224,LAT003,H,9,LAT003H09,Sigma,D 6140,Demeclocycline Hydrochloride,2.5,9.5,-,5311063,"Tetracycline antibiotic, interferes with protein synthesis    "
CMP758,225,LAT003,A,10,LAT003A10,Sigma,D 8399,Danazol,2.5,31,-,2949,"Anterior pituitary suppressant, weak androgen    "
CMP869,226,LAT003,B,10,LAT003B10,Sigma,D 9891,Doxycycline Hydrochloride,2.5,12,-,5281011," 6-deoxytetracycline antibiotic, interferes with protein synthesis    "
CMP980,227,LAT003,C,10,LAT003C10,Sigma,D-044,Amfonelic Acid,2.5,24,-,2137,"Increases dopamine release during electrical stimulation, appears to mobilize dopamine release from storage compartments    "
CMP1091,228,LAT003,D,10,LAT003D10,Sigma,E 7649,Endothall,2.5,7,-,3225,Potent inhibitor of phosphatase 2A (PP2A)    
CMP1203,229,LAT003,E,10,LAT003E10,Sigma,E-111,(S)-Enba,2.5,44,-,5311431,Selective A1 adenosine receptor agonist    
CMP1314,230,LAT003,F,10,LAT003F10,Sigma,F 4646,P-Fluoro-L-Phenylalanine,2.5,23,-,4654,"Substrate for tyrosine hydroxylase, arrests cells at G2     "
CMP1425,231,LAT003,G,10,LAT003G10,Sigma,F 6513,Fusaric Acid,2.5,6,-,3442,"Dopamine beta-hydroxylase inhibitor, antibiotic isolated from the fungus Fusarium heterosporium    "
CMP1536,232,LAT003,H,10,LAT003H10,Sigma,F 9397,Flutamide,2.5,23,-,3397,Non-steroidal anti-androgen    
CMP769,233,LAT003,A,11,LAT003A11,Sigma,F 9677,Felodipine,2.5,24,-,3333,L-type calcium channel blocker    
CMP880,234,LAT003,B,11,LAT003B11,Sigma,G 0668,Gw2974,2.5,54,-,6603857,Dual EGFR and ErbB-2 receptor tyrosine kinase inhibitor    
CMP991,235,LAT003,C,11,LAT003C11,Sigma,H 6036,"1,3,5-Tris(4-Hydroxyphenyl)-4-Propyl-1H-Pyrazole",2.5,19,-,6095481,Specific estrogen receptor alpha (ERalpha) agonist    
CMP1102,236,LAT003,D,11,LAT003D11,Sigma,I 0404,Indirubin-3&#39;-Oxime,2.5,>100 ,-,5326739,"Cyclin dependent kinase (CDK) inhibitor, competes with ATP for catalytic subunit binding >100    "
CMP1214,237,LAT003,E,11,LAT003E11,Sigma,I 9778,Cr 2945,2.5,56,-,6604120,Selective gastrin/CCK(B) receptor antagonist    
CMP1325,238,LAT003,F,11,LAT003F11,Sigma,I-146,Ib-Meca,2.5,8.2,-,3668,Kinetin Analog    
CMP1436,239,LAT003,G,11,LAT003G11,Sigma,K 1003,Ketoconazole,2.5,3.7,+,3823,"Potent inhibitor of cytochrome P450c17 enzyme, antifungal agent    "
CMP1547,240,LAT003,H,11,LAT003H11,Sigma,L 0258,"L-701,324",2.5,inactive,-,982136,Selective antagonist at the glycine site of the NMDA glutamate receptor    
CMP1559,241,LAT004,A,2,LAT004A02,Sigma,L 1415,"L-162,313",2.5,100,-,6603900,Non-peptide AT1 angiotensin II receptor agonist    
CMP1670,242,LAT004,B,2,LAT004B02,Sigma,L 2167,"L-165,041",2.5,8.5,-,6603901,Peroxisome proliferator-activated receptor (PPAR) gamma agonist.    
CMP1781,243,LAT004,C,2,LAT004C02,Sigma,L 2411,"LY-367,265",2.5,9.4,-,460500,"Inhibits serotonin reuptake, 5-HT2A serotonin receptor antagonist      "
CMP1892,244,LAT004,D,2,LAT004D02,Sigma,L 8533,Lansoprazole,2.5,24,-,3883,Gastric proton pump inhibitor    
CMP2003,245,LAT004,E,2,LAT004E02,Sigma,L 9664,Loratadine,2.5,31,-,3957,H1 Histamine receptor antagonist    
CMP2114,246,LAT004,F,2,LAT004F02,Sigma,L 9908,"Ly-294,002 Hydrochloride",2.5,18,-,3973,Specific phosphatidylinositol 3-kinase (PI3K) inhibitor.    
CMP2226,247,LAT004,G,2,LAT004G02,Sigma,L-122,S-(-)-Lisuride,2.5,95,-,28864,"D2 Dopamine receptor agonist, alpha- and beta-adrenoceptor antagonist, D1 dopamine receptor antagonist    "
CMP2337,248,LAT004,H,2,LAT004H02,Sigma,M 1692,MRS 1845,2.5,66,-,6603918,Store-operated calcium (SOC) channel inhibitor.    
CMP1570,249,LAT004,A,3,LAT004A03,Sigma,M 3184,MG 624,2.5,35,+,6603924,"Nicotinic acetylcholine receptor antagonist, selectively inhibits alpha-bungarotoxin sensitive receptors that contain the alpha7 subunit    "
CMP1681,250,LAT004,B,3,LAT004B03,Sigma,M 8046,Mifepristone,2.5,25,-,4196,Progesterone receptor antagonist    
CMP1792,251,LAT004,C,3,LAT004C03,Sigma,M 9511,Minocycline Hydrochloride,2.5,8.5,-,5281021,"Basement membrane protease inhibitor, inhibits endothelial cell proliferation and angiogenesis.    "
CMP1903,252,LAT004,D,3,LAT004D03,Sigma,M-204,P-Mppi Hydrochloride,2.5,17,-,4658,Selective 5-HT1A serotonin receptor antagonist which crosses the blood-brain barrier    
CMP2014,253,LAT004,E,3,LAT004E03,Sigma,M-225,Metrifudil,2.5,5.5,-,65710,Kinetin Analog    
CMP2125,254,LAT004,F,3,LAT004F03,Sigma,N 1016,Nimesulide,2.5,32,-,4495,Highly selective COX-2 inhibitor    
CMP2237,255,LAT004,G,3,LAT004G03,Sigma,N 2255,S-(4-Nitrobenzyl)-6-Thioinosine,2.5,36,-,5129,Kinetin Analog    
CMP2348,256,LAT004,H,3,LAT004H03,Sigma,N 7778,7-Nitroindazole,2.5,6.7,-,1893,Selective inhibitor of brain nitric oxide synthase    
CMP1581,257,LAT004,A,4,LAT004A04,Sigma,N 8784,Norcantharidin,2.5,5.5,-,93004,"Demethylated form of cantharidin with antitumor properties, potent inhibitor of the serine/threonine protein phosphatase 2A (PP2A)    "
CMP1692,258,LAT004,B,4,LAT004B04,Sigma,N-144,Nitrendipine,2.5,20,-,4507,"Ca2+ channel blocker, antihypertensive    "
CMP1803,259,LAT004,C,4,LAT004C04,Sigma,N-149,Nimodipine,2.5,23,-,4497,Potent L-type Ca2+ channel antagonist    
CMP1914,260,LAT004,D,4,LAT004D04,Sigma,O 3636,ODQ,2.5,17,-,1456,Potent and selective NO-sensitive guanylyl cyclase inhibitor    
CMP2025,261,LAT004,E,4,LAT004E04,Sigma,O 8757,Ofloxacin,2.5,>100 ,-,4583,"Fluorinated quinolone antibacterial, interferes with Dsynthesis >100    "
CMP2136,262,LAT004,F,4,LAT004F04,Sigma,P 0130,Progesterone,2.5,25,-,4920,"Suppresses ovulation, induces maturation and secretory activity of the uterine endothelium    "
CMP2248,263,LAT004,G,4,LAT004G04,Sigma,P 0547,Pentamidine Isethionate,2.5,22,-,6604151,"NMDA glutamate receptor antagonist, neuroprotective agent, antimicrobial agent prescribed for the treatment of AIDS-associated Pneumocystis carinii pneumonia    "
CMP2359,264,LAT004,H,4,LAT004H04,Sigma,P 2607,PRE-084,2.5,>100 ,-,48083,Potent and highly selective sigma1 receptor agonist >100    
CMP1592,265,LAT004,A,5,LAT004A05,Sigma,P 4015,1-Phenyl-3-(2-Thiazolyl)-2-Thiourea,2.5,20,-,719408,Dopamine beta-hydroxylase inhibitor    
CMP1703,266,LAT004,B,5,LAT004B05,Sigma,P 4484,Purvalanol A,2.5,4.7,-,4987,Cyclin dependent kinase (CDK) inhibitor    
CMP1814,267,LAT004,C,5,LAT004C05,Sigma,P-107,N6-2-Phenylethyladenosine,2.5,12,-,4398,"Kinetin Analog In mammals,  Selective A1 adenosine receptor agonist    "
CMP1925,268,LAT004,D,5,LAT004D05,Sigma,P-108,N6-Phenyladenosine,2.5,7.2,-,4405,"Kinetin Analog In mammals, potent A1 adenosine receptor agonist    "
CMP2036,269,LAT004,E,5,LAT004E05,Sigma,R 7772,Roscovitine,2.5,0.32,-,5097,"Potent, selective inhibitor of cyclin-dependent kinases (CDKs)    "
CMP2147,270,LAT004,F,5,LAT004F05,Sigma,R 8875,Rotenone,2.5,100,-,5102,Inhibitor of mitochondrial electron transport    
CMP2259,271,LAT004,G,5,LAT004G05,Sigma,R-108,RO 41-0960,2.5,19,-,3495594,"Specific, reversible, orally-active COMT-inhibitor    "
CMP2370,272,LAT004,H,5,LAT004H05,Sigma,R-116,Riluzole,2.5,33,-,5070,"Glutamate release inhibitor, anticonvulsant    "
CMP1603,273,LAT004,A,6,LAT004A06,Sigma,S 0693,SB 204741,2.5,7.5,-,3277600,5-HT2B serontonin receptor antagonist.    
CMP1714,274,LAT004,B,6,LAT004B06,Sigma,S 0758,Sulfaphenazole,2.5,2.5,-,5335,"Antibacterial, inhibitor of cytochrome P4502C enzymes    "
CMP1825,275,LAT004,C,6,LAT004C06,Sigma,S 4692,Sobuzoxane,2.5,9,-,5233,"Dtopoisomerase II inhibitor, induces apoptosis.    "
CMP1936,276,LAT004,D,6,LAT004D06,Sigma,S 5192,SB 222200,2.5,6.6,-,3946663,Non-peptide NK3 tachykinin receptor antagonist.    
CMP2047,277,LAT004,E,6,LAT004E06,Sigma,S 5567,SP600125,2.5,>100 ,+,8515,Selective c-Jun N-terminal kinase (c-JNK) inhibitor. >100    
CMP2158,278,LAT004,F,6,LAT004F06,Sigma,S 5890,Sanguinarine Chloride,2.5,12,+,5154,"Inhibitor of Mg2+ and Na+/K+-ATPase, isolated from the leaves and stems of Macleaya cordata and microcarpa    "
CMP2270,279,LAT004,G,6,LAT004G06,Sigma,S 7809,Skf 96365,2.5,12,+,4564402,Selective inhibitor of receptor-mediated and voltage-gated Ca2+ entry    
CMP2381,280,LAT004,H,6,LAT004H06,Sigma,T 0318,Tranilast,2.5,22,-,5527,"Inhibits LTC4 and PGE2 formation but does not inhibit cyclooxygenase or lipoxygenase activity, anti-asthma drug    "
CMP1614,281,LAT004,A,7,LAT004A07,Sigma,T 2067,Tyrphostin AG 879,2.5,100,-,5487525,"Tyrosine kinase nerve growth factor receptor (TrkA) inhibitor, inhibits 140 trk protooncogene and HER-2    "
CMP1725,282,LAT004,B,7,LAT004B07,Sigma,T 4182,Tyrphostin AG 1478,2.5,18,-,2051,Selective inhibitor of epidermal growth factor receptor (EGFR) protein    
CMP1836,283,LAT004,C,7,LAT004C07,Sigma,T 7402,Taxol,2.5,0.43,-,4666,"Antitumor agent, promotes assembly of microtubules and inhibits tubulin disassembly process    "
CMP1947,284,LAT004,D,7,LAT004D07,Sigma,T 8516,Trifluoperazine Dihydrochloride,2.5,84,-,5566,"Calmodulin antagonist, dopamine receptor antagonist, antipsychotic, sedative    "
CMP2058,285,LAT004,E,7,LAT004E07,Sigma,T 9652,Terfenadine,2.5,60,-,5405,Non-sedating H1 histamine receptor antagonist    
CMP2169,286,LAT004,F,7,LAT004F07,Sigma,U 5882,U-74389G Maleate,2.5,48,-,104933,Free radical lipid peroxidation inhibitor    
CMP2281,287,LAT004,G,7,LAT004G07,Sigma,U 6007,U-83836 Dihydrochloride,2.5,71,-,5624,Free radical lipid peroxidation inhibitor    
CMP2392,288,LAT004,H,7,LAT004H07,Sigma,W 1628,Wortmannin,2.5,9.6,+,5691,Potent and specific phosphatidylinositol 3-kinase (P13-K) inhibitor     
CMP1625,289,LAT004,A,8,LAT004A08,Sigma,W 4761,WB 64,2.5,>100 ,-,405251,Ligand for the allosteric site of the M2 muscarinic acetylcholine receptor. >100    
CMP1736,290,LAT004,B,8,LAT004B08,Sigma,W-102,"( R)-(+)-Win 55,212-2 Mesylate",2.5,5.4,-,6604176,High affinity cannabinoid receptor agonist    
CMP1847,291,LAT004,C,8,LAT004C08,Sigma,W-104,"Win 62,577",2.5,>100 ,+,6604045,NK1 tachykinin receptor antagonist >100    
CMP1958,292,LAT004,D,8,LAT004D08,Sigma,W-108,Way-100635 Maleate,2.5,9,-,5684,Highly selective 5-HT1A serotonin receptor antagonist    
CMP2069,293,LAT004,E,8,LAT004E08,Sigma,B-2629,Betain,2.5,inactive,-,247,   
CMP2180,294,LAT004,F,8,LAT004F08,Sigma,G7384,Gallic Acid,2.5,inactive,-,370,   
CMP2292,295,LAT004,G,8,LAT004G08,Fluka,51050,Guanosine,2.5,inactive,-,6802,   
CMP2403,296,LAT004,H,8,LAT004H08,Aldrich,282073,"3-Amino-1,2,4-Triazole Carboxylic Acid",2.5,99,-,NULL,   
CMP1636,297,LAT004,A,9,LAT004A09,Sigma,B-2009,Benzamide,2.5,inactive,-,2331,   
CMP1747,298,LAT004,B,9,LAT004B09,Baker,2194-4,8-Quinolinol,2.5,78,+,1923,   
CMP1858,299,LAT004,C,9,LAT004C09,Aldrich,A78608,2-Aminopyrimidine,2.5,inactive,-,7978,   
CMP1969,300,LAT004,D,9,LAT004D09,Sigma,B-0753,"2,3-Butanedione Monoxime ",2.5,inactive,-,6409633,   
CMP2080,301,LAT004,E,9,LAT004E09,Fisher,A-836,Anthrone,2.5,>100 ,-,7018,>100    
CMP2191,302,LAT004,F,9,LAT004F09,Sigma,B-3383,Benzidine Hcl,2.5,>100 ,-,61741,>100    
CMP2303,303,LAT004,G,9,LAT004G09,Sigma,B-3376,Berberine Sulfate,2.5,62,-,9424,   
CMP2414,304,LAT004,H,9,LAT004H09,Sigma,D-2630,"2,4-Dinitro-Phenylhydrazine",2.5,100,-,3772977,   
CMP1647,305,LAT004,A,10,LAT004A10,ICN,102897,Cholic Acid,2.5,inactive,-,303,   
CMP1758,306,LAT004,B,10,LAT004B10,ICN,101560,Diethylstilbestrol,2.5,93,-,3054,   
CMP1869,307,LAT004,C,10,LAT004C10,ICN,190449,Erythrosin B,2.5,19,-,27872,   
CMP1980,308,LAT004,D,10,LAT004D10,ICN,150857,Dibucaine,2.5,inactive,-,3025,   
CMP2091,309,LAT004,E,10,LAT004E10,K+K Labs,Aminohippuric_Acid,P-Aminohippuric Acid,2.5,inactive,-,2148,   
CMP2202,310,LAT004,F,10,LAT004F10,Aldrich,"A6,830-0",2-Aminonicotinic Acid,2.5,>100 ,-,72930,>100    
CMP2314,311,LAT004,G,10,LAT004G10,Sigma,C-4400,O-Coumaric Acid,2.5,>100 ,-,11968,>100    
CMP2425,312,LAT004,H,10,LAT004H10,Sigma,T-5625,"Dl-6,8-Thioctic Acid",2.5,>100 ,-,864,>100 A.K.A Lipoic Acid    
CMP1658,313,LAT004,A,11,LAT004A11,Aldrich,"49,421-6","2-Amino-5(Methylthio)-1,3,4-Thiadiazole",2.5,inactive,-,21390,   
CMP1769,314,LAT004,B,11,LAT004B11,ICN,151827,O-Phenylenediamine,2.5,inactive,-,7243,   
CMP1880,315,LAT004,C,11,LAT004C11,ICN,190284,2-Thiobarbituric Acid,2.5,inactive,-,2723628,   
CMP1991,316,LAT004,D,11,LAT004D11,Sigma,A-4678,Anthracene-9-Carboxylic Acid,2.5,>100 ,-,2201,>100    
CMP2102,317,LAT004,E,11,LAT004E11,ICN,4052,"5,5-Dimethyl Oxazolidine 2,4-Dione",2.5,inactive,-,3081,   
CMP2213,318,LAT004,F,11,LAT004F11,Sigma,T-4879,L-Tyrosine Ethyl Ester,2.5,inactive,-,61328,   
CMP2325,319,LAT004,G,11,LAT004G11,Sigma,C-9754,Colchicine,2.5,88,-,2833,   
CMP2436,320,LAT004,H,11,LAT004H11,Sigma,C-9008,P-Coumaric Acid,2.5,inactive,-,322,   
CMP2448,321,LAT005,A,2,LAT005A02,Aldrich,283746,4-(Aminomethyl)Benzoic Acid,2.5,inactive,-,65526,   
CMP2559,322,LAT005,B,2,LAT005B02,Aldrich,"26,155-6",Dehydroascorbic Acid,2.5,inactive,-,5316434,   
CMP2670,323,LAT005,C,2,LAT005C02,Sigma,F-3500,Ferulic Acid,2.5,inactive,-,709,   
CMP2781,324,LAT005,D,2,LAT005D02,Sigma,A-7410,Amiloride,2.5,inactive,-,16230,   
CMP2892,325,LAT005,E,2,LAT005E02,Sigma,D-9628,L-Dopa,2.5,>100 ,-,836,>100    
CMP2952,326,LAT005,F,2,LAT005F02,Aldrich,362441,1-Hydroxybenzotriazole,2.5,inactive,-,75771,   
CMP2963,327,LAT005,G,2,LAT005G02,Sigma,Q-0250,Quinacrine (Di Hydrochloride),2.5,inactive,-,237,   
CMP2974,328,LAT005,H,2,LAT005H02,Fluka,78150,N-Phenylanthranilic Acid,2.5,74,-,4386,   
CMP2459,329,LAT005,A,3,LAT005A03,Aldrich,"21,839-1",(S)-(-)-Perillyl Alcohol,2.5,inactive,-,10819,   
CMP2570,330,LAT005,B,3,LAT005B03,Eastman,Naphthalenediol,"2,7-Naphthalenediol",2.5,inactive,-,11397,   
CMP2681,331,LAT005,C,3,LAT005C03,Aldrich,334251,2-Quinolinecarboxaldehyde,2.5,>100 ,-,79619,>100    
CMP2792,332,LAT005,D,3,LAT005D03,ICN,215921,Chlorpromazine,2.5,>100 ,-,2726,>100 A.K.A. Thorazine    
CMP2903,333,LAT005,E,3,LAT005E03,ICN,101381,Cholesterol,2.5,inactive,-,304,   
CMP2953,334,LAT005,F,3,LAT005F03,Sigma,D2425,Diuron,2.5,>100 ,-,3120,Herbicide >100 PS II target site    
CMP2964,335,LAT005,G,3,LAT005G03,Suppelco,LB18382,Atrazine,2.5,>100 ,-,2256,Herbicide >100 PS II target site    
CMP2975,336,LAT005,H,3,LAT005H03,Suppelco,46120,Clomazone,2.5,>100 ,-,54778,Herbicide >100 Tagets Caotenoid Biosynthesis    
CMP2470,337,LAT005,A,4,LAT005A04,Sigma,T-8656,Thiourea,2.5,inactive,-,2723790,   
CMP2581,338,LAT005,B,4,LAT005B04,Sigma,P-8657,Phthalic Acid,2.5,inactive,-,1017,   
CMP2692,339,LAT005,C,4,LAT005C04,Sigma,D-7505,"2,2&#39;-Dipyridyl",2.5,71,-,1474,   
CMP2803,340,LAT005,D,4,LAT005D04,Aldrich,D110000,"3,5-Dihydroxybenzoic Acid",2.5,inactive,-,7424,   
CMP2914,341,LAT005,E,4,LAT005E04,Aldrich,H20202,4-Hydroxybenzophenone,2.5,>100 ,-,14347,>100    
CMP2954,342,LAT005,F,4,LAT005F04,Fluka,37490,"1,5-Dihydroxyanthraquinone",2.5,inactive,-,8328,   
CMP2965,343,LAT005,G,4,LAT005G04,Aldrich,T64408,"2&#39;,3&#39;,4&#39;-Trihydroxyacetophenone",2.5,inactive,-,10706,   
CMP2976,344,LAT005,H,4,LAT005H04,Aldrich,D107409,"2&#39;,4&#39;-Dihydroxyacetophenone",2.5,inactive,-,6990,   
CMP2481,345,LAT005,A,5,LAT005A05,Aldrich,D108103,"1,8-Dihydroxyanthraquinone",2.5,>100 ,-,2950,>100    
CMP2592,346,LAT005,B,5,LAT005B05,Aldrich,Q90-6,Quinizarin,2.5,inactive,-,6688,   
CMP2703,347,LAT005,C,5,LAT005C05,Aldrich,T64602,"2&#39;,4&#39;,6&#39;-Trihydroxyacetophenone Monohydrate",2.5,inactive,-,2775149,   
CMP2814,348,LAT005,D,5,LAT005D05,Aldrich,149357,"2,5-Dihydroxybenzoic Acid",2.5,inactive,-,3469,   
CMP2925,349,LAT005,E,5,LAT005E05,Aldrich,D109606,"2,6-Dihydroxybenzoic Acid",2.5,inactive,-,9338,   
CMP2955,350,LAT005,F,5,LAT005F05,Sigma,P5630,"3,4-Dihydroxybenzoic Acid",2.5,inactive,-,72,   
CMP2966,351,LAT005,G,5,LAT005G05,Aldrich,126209,"2,3-Dihydroxybenzoic Acid",2.5,inactive,-,19,   
CMP2977,352,LAT005,H,5,LAT005H05,Aldrich,253847,"2,3,4-Trihydroxybenzoic Acid",2.5,inactive,-,11874,   
CMP2492,353,LAT005,A,6,LAT005A06,Aldrich,103160,2-Hydroxybenzophenone (10X),25,150,+,8348,   
CMP2603,354,LAT005,B,6,LAT005B06,Aldrich,H20008,3-Hydroxybenzoic Acid,2.5,>100 ,-,7420,>100    
CMP2714,355,LAT005,C,6,LAT005C06,Aldrich,542016,5-Bromo-2-Hydroxybenzophenone,2.5,21,-,229009,   
CMP2825,356,LAT005,D,6,LAT005D06,Aldrich,D109401,"2,4-Dihydroxybenzoic Acid",2.5,inactive,-,1491,   
CMP2936,357,LAT005,E,6,LAT005E06,Fluka,91942,"2,4,6-Trihydroxybenzoic Acid",2.5,inactive,-,66520,   
CMP2956,358,LAT005,F,6,LAT005F06,Fluka,2350,Esculin Sesquihydrate,2.5,>100 ,-,5281417,>100    
CMP2967,359,LAT005,G,6,LAT005G06,Aldrich,229148,Purpurin,2.5,>100 ,+,6683,>100    
CMP2978,360,LAT005,H,6,LAT005H06,Sigma,D2773,Dianthrol,2.5,inactive,-,10187,   
CMP2503,361,LAT005,A,7,LAT005A07,Aldrich,328103,3&#39;-Hydroxyacetophenone,2.5,>100 ,-,8487,>100    
CMP2614,362,LAT005,B,7,LAT005B07,Aldrich,278564,4&#39;-Hydroxyacetophenone,2.5,inactive,-,7469,   
CMP2725,363,LAT005,C,7,LAT005C07,Aldrich,463329,"5,5&#39;-Methylenebis(2-Hydroxy-4-Methoxy-Benzophenone)",2.5,inactive,-,111542,   
CMP2836,364,LAT005,D,7,LAT005D07,Aldrich,"51,306-7",2-Hydroxychalcone,2.5,79,+,97765,   
CMP2946,365,LAT005,E,7,LAT005E07,Aldrich,H5006,Hesperidin Methyl Chalcone,2.5,inactive,-,10621,   
CMP2957,366,LAT005,F,7,LAT005F07,Aldrich,190608,6-Benzoyl-2-Naphthol,2.5,83,-,93271,   
CMP2968,367,LAT005,G,7,LAT005G07,Aldrich,H31328,2-Hydroxy-9-Fluorenone,2.5,>100 ,-,81386,>100    
CMP2979,368,LAT005,H,7,LAT005H07,Sigma,S102504,1-(2-Hydroxy-Phenyl)-3-Phenyl-Propenone,2.5,>100 ,+,97765,>100    
CMP2514,369,LAT005,A,8,LAT005A08,Fluka,54630,4-Hydroxybenzoic Acid,2.5,inactive,-,135,   
CMP2625,370,LAT005,B,8,LAT005B08,Fluka,84210,Salicylic Acid,2.5,>100 ,-,338,>100    
CMP2736,371,LAT005,C,8,LAT005C08,Aldrich,B56404,4&#39;-Bromoacetophenone,2.5,inactive,-,7466,   
CMP2847,372,LAT005,D,8,LAT005D08,Fisher,H-329,Hydroquinone,2.5,inactive,-,785,   
CMP2947,373,LAT005,E,8,LAT005E08,Sigma,B-0753,"2,3-Butanedione Monoxime (10X)",25,inactive,-,6398997,Myosin Inhibitor    
